set,collector_number,name,mana_cost,cmc,type_line,rarity,colors,score,gih_wr,iwd,oh_wr,gd_wr,ata,alsa,gih_games,my_eval,my_notes,oracle_text,scryfall_uri,image_url
dsk,97,Fear of Lost Teeth,{B},1.0,Enchantment Creature — Nightmare,common,B,42.3,0.5442762782740924,0.021069163608712693,0.5404037548066049,0.5470824455007376,8.950920245398773,6.216436315740622,84176,,,"When this creature dies, it deals 1 damage to any target and you gain 1 life.",https://scryfall.com/card/dsk/97/fear-of-lost-teeth?utm_source=api,https://cards.scryfall.io/small/front/2/5/259045fe-f349-4be1-bf29-465d084ed35e.jpg?1726286211
dsk,124,Withering Torment,{2}{B},3.0,Instant,uncommon,B,38.1,0.5409565068688366,0.02435024377353101,0.5102272190467193,0.5616338207247298,3.894984195641324,3.071894597436996,52629,,,Destroy target creature or enchantment. You lose 2 life.,https://scryfall.com/card/dsk/124/withering-torment?utm_source=api,https://cards.scryfall.io/small/front/3/8/38048d14-3463-4157-951f-1d68ec78a64e.jpg?1726286310
dsk,121,Valgavoth's Faithful,{B},1.0,Creature — Human Cleric,uncommon,B,37.7,0.5408682472664285,0.027435949652389158,0.5112497511117011,0.5612631963804213,5.888096466945057,4.342415542017664,36948,,,"{3}{B}, Sacrifice this creature: Return target creature card from your graveyard to the battlefield. Activate only as a sorcery.",https://scryfall.com/card/dsk/121/valgavoths-faithful?utm_source=api,https://cards.scryfall.io/small/front/9/9/995194a0-ceb7-48c2-be5d-a208b3971e77.jpg?1726286299
dsk,91,Defiled Crypt // Cadaver Lab,{3}{B} // {B},5.0,Enchantment — Room // Enchantment — Room,uncommon,B,32.8,0.5371881281778409,0.030626313484858447,0.4997249220612507,0.5608269690658026,5.370618971061093,4.08953550412533,42285,,,"Whenever one or more cards leave your graveyard, create a 2/2 black Horror enchantment creature token. This ability triggers only once each turn. (You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.) // When you unlock this door, return target creature card from your graveyard to your hand. (You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.)",https://scryfall.com/card/dsk/91/defiled-crypt-cadaver-lab?utm_source=api,https://cards.scryfall.io/small/front/d/9/d94fb4da-0d3f-4d84-966b-914b84b23289.jpg?1726780590
dsk,93,Derelict Attic // Widow's Walk,{2}{B} // {3}{B},7.0,Enchantment — Room // Enchantment — Room,common,B,32.1,0.5365669291338583,0.0295189337750299,0.516855092664292,0.5500814044029164,9.827104706863448,6.541589984188289,47625,,,"When you unlock this door, you draw two cards and you lose 2 life. (You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.) // Whenever a creature you control attacks alone, it gets +1/+0 and gains deathtouch until end of turn. (You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.)",https://scryfall.com/card/dsk/93/derelict-attic-widows-walk?utm_source=api,https://cards.scryfall.io/small/front/2/c/2cae24c1-53f1-4f3f-8795-b634c46a17c4.jpg?1726780598
dsk,109,Miasma Demon,{4}{B}{B},6.0,Creature — Demon,uncommon,B,27.5,0.5338919325384037,0.02332041787387984,0.5077493581819911,0.5496840896036761,6.923817863397548,4.971057085503615,27927,,,"Flying When this creature enters, you may discard any number of cards. When you do, up to that many target creatures each get -2/-2 until end of turn.",https://scryfall.com/card/dsk/109/miasma-demon?utm_source=api,https://cards.scryfall.io/small/front/6/d/6d167c00-75ff-4301-855a-8319b89e3689.jpg?1726286255
dsk,116,Spectral Snatcher,{4}{B}{B},6.0,Creature — Spirit,common,B,20.0,0.5257667629783367,0.008539784485958268,0.5022997253565401,0.5420708998114856,9.362547116557714,6.326264643063766,73719,,,"Ward—Discard a card. (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player discards a card.) Swampcycling {2} ({2}, Discard this card: Search your library for a Swamp card, reveal it, put it into your hand, then shuffle.)",https://scryfall.com/card/dsk/116/spectral-snatcher?utm_source=api,https://cards.scryfall.io/small/front/6/8/68f90f57-94a0-4ee1-9383-093e8fca52ea.jpg?1726286280
dsk,90,Dashing Bloodsucker,{3}{B},4.0,Creature — Vampire Warrior,uncommon,B,19.6,0.5256482419602987,0.030805167767108066,0.5136354718461841,0.5330902461257976,7.7673915089899275,5.395189937654052,26649,,,"Eerie — Whenever an enchantment you control enters and whenever you fully unlock a Room, this creature gets +2/+0 and gains lifelink until end of turn.",https://scryfall.com/card/dsk/90/dashing-bloodsucker?utm_source=api,https://cards.scryfall.io/small/front/7/9/790a90cc-d36f-43b5-8423-89e30bdf7b9f.jpg?1726286186
dsk,88,Cracked Skull,{2}{B},3.0,Enchantment — Aura,common,B,17.4,0.5228885596194338,0.013185248740832711,0.50109736632083,0.5368710792472154,11.15830019437559,7.6725712704124,25646,,,"Enchant creature When this Aura enters, look at target player's hand. You may choose a nonland card from it. That player discards that card. When enchanted creature is dealt damage, destroy it.",https://scryfall.com/card/dsk/88/cracked-skull?utm_source=api,https://cards.scryfall.io/small/front/7/6/7616ad5e-ed30-4876-8743-6f0f9f143ea1.jpg?1726286178
dsk,115,Resurrected Cultist,{2}{B},3.0,Creature — Human Cleric,common,B,15.8,0.5180224498009928,-0.00864338029061218,0.4962446641811207,0.5333969101659355,10.567378186075835,7.216903364313838,44722,,,"Delirium — {2}{B}{B}: Return this card from your graveyard to the battlefield with a finality counter on it. Activate only if there are four or more card types among cards in your graveyard and only as a sorcery. (If a creature with a finality counter on it would die, exile it instead.)",https://scryfall.com/card/dsk/115/resurrected-cultist?utm_source=api,https://cards.scryfall.io/small/front/e/4/e41bd259-e81f-432a-bebf-4c6534f23db7.jpg?1726286277
dsk,83,Appendage Amalgam,{2}{B},3.0,Enchantment Creature — Horror,common,B,14.3,0.5153246655925662,0.009687116137416796,0.5021118125255462,0.5246021875697567,9.852547242342087,6.548489464875767,53378,,,"Flash Whenever this creature attacks, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",https://scryfall.com/card/dsk/83/appendage-amalgam?utm_source=api,https://cards.scryfall.io/small/front/d/1/d16b3cf3-7b85-4153-b25a-e6b5fce725cf.jpg?1726286159
dsk,92,Demonic Counsel,{1}{B},2.0,Sorcery,rare,B,13.6,0.5147657841140529,0.018574648379980907,0.4732142857142857,0.5423728813559322,8.509565019357778,5.495233957037721,1964,,,"Search your library for a Demon card, reveal it, put it into your hand, then shuffle. Delirium — If there are four or more card types among cards in your graveyard, instead search your library for any card, put it into your hand, then shuffle.",https://scryfall.com/card/dsk/92/demonic-counsel?utm_source=api,https://cards.scryfall.io/small/front/f/f/ff79c845-4115-4fbf-b20f-37470f2bf7fb.jpg?1726286193
dsk,104,Killer's Mask,{2}{B},3.0,Artifact — Equipment,uncommon,B,13.2,0.5147132796780685,0.002902605670431435,0.5032228360957642,0.5226885385598636,9.129734755799157,6.103904390427946,15904,,,"When this Equipment enters, manifest dread, then attach this Equipment to that creature. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.) Equipped creature has menace. Equip {2}",https://scryfall.com/card/dsk/104/killers-mask?utm_source=api,https://cards.scryfall.io/small/front/f/1/f1fc02ae-77b8-4e5e-94b4-22ecf7ae40ae.jpg?1726286237
dsk,95,Enduring Tenacity,{2}{B}{B},4.0,Enchantment Creature — Snake Glimmer,rare,B,12.8,0.5131917917740073,0.02562960271928094,0.47269819511080646,0.538953488372093,3.8846951472418083,3.1260666887434088,11257,,,"Whenever you gain life, target opponent loses that much life. When Enduring Tenacity dies, if it was a creature, return it to the battlefield under its owner's control. It's an enchantment. (It's not a creature.)",https://scryfall.com/card/dsk/95/enduring-tenacity?utm_source=api,https://cards.scryfall.io/small/front/d/5/d5756d4b-3068-412c-8643-880d3459151e.jpg?1726286203
dsk,98,Fear of the Dark,{4}{B},5.0,Enchantment Creature — Nightmare,common,B,9.1,0.50934151044795,0.01679990279922472,0.4852041244027161,0.523954526999594,10.749187043371764,7.069065795777639,31633,,,"Whenever this creature attacks, if defending player controls no Glimmer creatures, it gains menace and deathtouch until end of turn. (A creature with menace can't be blocked except by two or more creatures.)",https://scryfall.com/card/dsk/98/fear-of-the-dark?utm_source=api,https://cards.scryfall.io/small/front/8/7/8700eb8d-1cc0-45ff-b769-c875ee6500ea.jpg?1726286215
dsk,84,Balemurk Leech,{1}{B},2.0,Creature — Leech,common,B,7.9,0.5058378037235721,0.006613743386503945,0.49774854540855046,0.5115952466690673,10.003421642388346,6.716340612759565,47535,,,"Eerie — Whenever an enchantment you control enters and whenever you fully unlock a Room, each opponent loses 1 life.",https://scryfall.com/card/dsk/84/balemurk-leech?utm_source=api,https://cards.scryfall.io/small/front/f/0/f0621b32-95c5-4f70-96cf-d46d20efc85d.jpg?1726286164
dsk,101,Give In to Violence,{1}{B},2.0,Instant,common,B,5.3,0.5027757063551247,0.01449488822356032,0.48264254155270353,0.5158556588299618,11.862871287128712,8.012452442756189,12069,,,Target creature gets +2/+2 and gains lifelink until end of turn.,https://scryfall.com/card/dsk/101/give-in-to-violence?utm_source=api,https://cards.scryfall.io/small/front/0/0/00ac1759-d4cc-41d5-a9b7-a89b80d2190c.jpg?1726286225
dsk,108,Meathook Massacre II,{X}{X}{B}{B}{B}{B},4.0,Legendary Enchantment,mythic,B,3.0,0.49301848049281316,-0.004415094386413909,0.4447498625618472,0.5217961324156014,3.87419933384576,3.19968249243439,4870,,,"When Meathook Massacre II enters, each player sacrifices X creatures of their choice. Whenever a creature you control dies, you may pay 3 life. If you do, return that card under your control with a finality counter on it. Whenever a creature an opponent controls dies, they may pay 3 life. If they don't, return that card under your control with a finality counter on it.",https://scryfall.com/card/dsk/108/meathook-massacre-ii?utm_source=api,https://cards.scryfall.io/small/front/3/d/3db59d06-a226-42b2-8f01-6b63a6eea83f.jpg?1726286251
dsk,85,Cackling Slasher,{3}{B},4.0,Creature — Human Assassin,common,B,1.5,0.4653145886148882,-0.019169113409656435,0.4485925925925926,0.4759570054686027,12.08119630925867,8.063932497098168,8678,,,Deathtouch This creature enters with a +1/+1 counter on it if a creature died this turn.,https://scryfall.com/card/dsk/85/cackling-slasher?utm_source=api,https://cards.scryfall.io/small/front/b/1/b1269ccf-febf-42b0-8c20-21ccb731a3ec.jpg?1726286167
dsk,94,Doomsday Excruciator,{B}{B}{B}{B}{B}{B},6.0,Creature — Demon,rare,B,1.1,0.44184100418410044,-0.04771014973194537,0.4094311377245509,0.46109381947532235,7.602910855063675,4.965161366417504,3585,,,"Flying When this creature enters, if it was cast, each player exiles all but the bottom six cards of their library face down. At the beginning of your upkeep, draw a card.",https://scryfall.com/card/dsk/94/doomsday-excruciator?utm_source=api,https://cards.scryfall.io/small/front/5/4/542c89b6-48c6-4fcb-8a4c-b5ed2fa1d384.jpg?1726286201
dsk,102,Grievous Wound,{3}{B}{B},5.0,Enchantment — Aura,rare,B,0.8,0.43357420789327406,-0.01608514108477288,0.4238975817923186,0.4397810218978102,8.43876700916412,5.292612149043424,1799,,,"Enchant player Enchanted player can't gain life. Whenever enchanted player is dealt damage, they lose half their life, rounded up.",https://scryfall.com/card/dsk/102/grievous-wound?utm_source=api,https://cards.scryfall.io/small/front/6/e/6ed3dd5e-cd27-4b18-ad60-f5c4d9a811b9.jpg?1726286230
dsk,106,Leyline of the Void,{2}{B}{B},4.0,Enchantment,rare,B,,,,,,9.469390002202157,6.039975155279503,147,,,"If this card is in your opening hand, you may begin the game with it on the battlefield. If a card would be put into an opponent's graveyard from anywhere, exile it instead.",https://scryfall.com/card/dsk/106/leyline-of-the-void?utm_source=api,https://cards.scryfall.io/small/front/a/e/aeaa3aff-608d-4723-bb7c-8daedebe9f36.jpg?1726286244
dsk,146,Overlord of the Boilerbilges,{4}{R}{R},6.0,Enchantment Creature — Avatar Horror,mythic,R,98.1,0.6431193822002785,0.10051769141109601,0.6274688544515344,0.654296875,1.3636223149435944,1.3819070904645476,15798,,,"Impending 4—{2}{R}{R} (If you cast this spell for its impending cost, it enters with four time counters and isn't a creature until the last is removed. At the beginning of your end step, remove a time counter from it.) Whenever this permanent enters or attacks, it deals 4 damage to any target.",https://scryfall.com/card/dsk/146/overlord-of-the-boilerbilges?utm_source=api,https://cards.scryfall.io/small/front/d/5/d58d3545-043a-457a-8324-facc3c2363ec.jpg?1726286391
dsk,157,Screaming Nemesis,{2}{R},3.0,Creature — Spirit,mythic,R,95.8,0.6181352130727331,0.07811435234079356,0.6179357525282569,0.6182862290282626,1.621529919802591,1.6174948240165632,15605,,,"Haste Whenever this creature is dealt damage, it deals that much damage to any other target. If a player is dealt damage this way, they can't gain life for the rest of the game.",https://scryfall.com/card/dsk/157/screaming-nemesis?utm_source=api,https://cards.scryfall.io/small/front/c/e/ce35e6fb-ff54-44c4-a216-7ddd37f46882.jpg?1762773071
dsk,155,The Rollercrusher Ride,{X}{2}{R},3.0,Legendary Enchantment,mythic,R,90.6,0.6031260814396124,0.07657976353875695,0.5629938227266197,0.6300472198130481,1.5973738769868693,1.6129946467933243,17338,,,"Delirium — If a source you control would deal noncombat damage to a permanent or player while there are four or more card types among cards in your graveyard, it deals double that damage instead. When The Rollercrusher Ride enters, it deals X damage to each of up to X target creatures.",https://scryfall.com/card/dsk/155/the-rollercrusher-ride?utm_source=api,https://cards.scryfall.io/small/front/7/0/70019956-fca1-4090-b3b6-6a963528e05b.jpg?1726286431
dsk,128,Chainsaw,{1}{R},2.0,Artifact — Equipment,rare,R,89.8,0.6021549675170338,0.06558904257515397,0.6060449686693697,0.5992217898832685,1.846411804158283,1.813531945441493,31555,,,"When this Equipment enters, it deals 3 damage to up to one target creature. Whenever one or more creatures die, put a rev counter on this Equipment. Equipped creature gets +X/+0, where X is the number of rev counters on this Equipment. Equip {3}",https://scryfall.com/card/dsk/128/chainsaw?utm_source=api,https://cards.scryfall.io/small/front/5/4/54e0c2cd-fa5f-427d-8e15-6066f002a8e3.jpg?1726286325
dsk,136,Fear of Missing Out,{1}{R},2.0,Enchantment Creature — Nightmare,rare,R,88.7,0.5994549545267294,0.05737859701056314,0.6021786800594185,0.5972445464982779,1.961921021377672,1.9038964324871384,31557,,,"When this creature enters, discard a card, then draw a card. Delirium — Whenever this creature attacks for the first time each turn, if there are four or more card types among cards in your graveyard, untap target creature. After this phase, there is an additional combat phase.",https://scryfall.com/card/dsk/136/fear-of-missing-out?utm_source=api,https://cards.scryfall.io/small/front/9/d/9d48aaff-46ab-411b-9456-171d4709f951.jpg?1726286354
dsk,152,Razorkin Hordecaller,{4}{R},5.0,Creature — Human Clown Berserker,uncommon,R,84.5,0.5884853315116323,0.035232955674247,0.5733056285522214,0.5992098616178407,3.7826693838809637,3.2617276276684604,79047,,,"Haste Whenever you attack, create a 1/1 red Gremlin creature token.",https://scryfall.com/card/dsk/152/razorkin-hordecaller?utm_source=api,https://cards.scryfall.io/small/front/f/7/f7fb0f11-d1d0-4941-a1a7-a2db88f30394.jpg?1726286414
dsk,126,Betrayer's Bargain,{1}{R},2.0,Instant,uncommon,R,81.5,0.5796224828063926,0.03212283276480932,0.5572262252128863,0.5955393795759448,3.9170435741864313,3.3543314430681987,80844,,,"As an additional cost to cast this spell, sacrifice a creature or enchantment or pay {2}. Betrayer's Bargain deals 5 damage to target creature. If that creature would die this turn, exile it instead.",https://scryfall.com/card/dsk/126/betrayers-bargain?utm_source=api,https://cards.scryfall.io/small/front/7/9/7956ae00-8f0c-48f0-8110-19ff53863876.jpg?1726286318
dsk,135,Fear of Burning Alive,{4}{R}{R},6.0,Enchantment Creature — Nightmare,uncommon,R,79.6,0.577293145920881,0.03306676019785881,0.5428383849436481,0.6000048085014306,3.902035318766836,3.3381685700003847,69010,,,"When this creature enters, it deals 4 damage to each opponent. Delirium — Whenever a source you control deals noncombat damage to an opponent, if there are four or more card types among cards in your graveyard, this creature deals that amount of damage to target creature that player controls.",https://scryfall.com/card/dsk/135/fear-of-burning-alive?utm_source=api,https://cards.scryfall.io/small/front/b/2/b282f8e3-8b79-47e9-8c18-62284211442b.jpg?1726286352
dsk,148,Piggy Bank,{1}{R},2.0,Artifact Creature — Boar Toy,uncommon,R,79.2,0.5770970316597621,0.02509002237417668,0.5971881087490472,0.5607418643132929,3.9529555788737323,3.2853276955602535,78933,,,"When this creature dies, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",https://scryfall.com/card/dsk/148/piggy-bank?utm_source=api,https://cards.scryfall.io/small/front/5/5/55d35442-5ca0-4fd7-8ff1-b7347b3e6690.jpg?1726286398
dsk,142,Irreverent Gremlin,{1}{R},2.0,Creature — Gremlin,uncommon,R,77.7,0.5758713604949977,0.014716753536770266,0.5888747510511175,0.5651897296069075,4.171280179674341,3.488188064197047,80162,,,"Menace (This creature can't be blocked except by two or more creatures.) Whenever another creature you control with power 2 or less enters, you may discard a card. If you do, draw a card. Do this only once each turn.",https://scryfall.com/card/dsk/142/irreverent-gremlin?utm_source=api,https://cards.scryfall.io/small/front/8/d/8da254f5-53f2-41d2-a4f0-a90b3dd6209c.jpg?1726286376
dsk,156,Scorching Dragonfire,{1}{R},2.0,Instant,common,R,75.8,0.5742982897001264,0.028505106105430666,0.5706804442569943,0.5770646886505952,3.9352512146194965,3.281789807994298,196983,,,"Scorching Dragonfire deals 3 damage to target creature or planeswalker. If that creature or planeswalker would die this turn, exile it instead.",https://scryfall.com/card/dsk/156/scorching-dragonfire?utm_source=api,https://cards.scryfall.io/small/front/a/5/a55f4f37-796a-4b18-a5ee-1d4f711f19b8.jpg?1726286431
dsk,147,Painter's Studio // Defaced Gallery,{2}{R} // {1}{R},5.0,Enchantment — Room // Enchantment — Room,uncommon,R,75.5,0.5742085350247593,0.021865350969184183,0.5592747111681643,0.5856329176077777,4.641676708555689,3.876343866580681,71892,,,"When you unlock this door, exile the top two cards of your library. You may play them until the end of your next turn. (You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.) // Whenever you attack, attacking creatures you control get +1/+0 until end of turn. (You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.)",https://scryfall.com/card/dsk/147/painters-studio-defaced-gallery?utm_source=api,https://cards.scryfall.io/small/front/e/9/e96901eb-5b57-43f4-a7b1-ae3b809bc36e.jpg?1726780710
dsk,137,Glassworks // Shattered Yard,{2}{R} // {4}{R},8.0,Enchantment — Room // Enchantment — Room,common,R,74.0,0.5723442660512007,0.03331226282919186,0.5559060314108486,0.584416465548157,4.580311076435205,3.634597841883825,178943,,,"When you unlock this door, this Room deals 4 damage to target creature an opponent controls. (You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.) // At the beginning of your end step, this Room deals 1 damage to each opponent. (You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.)",https://scryfall.com/card/dsk/137/glassworks-shattered-yard?utm_source=api,https://cards.scryfall.io/small/front/f/e/fe32f667-8d9f-4414-913e-256cbc2fbc45.jpg?1726780646
dsk,162,Vengeful Possession,{2}{R},3.0,Sorcery,uncommon,R,73.2,0.5714725342360363,0.03065949850659555,0.5399640195322539,0.5924029022620572,7.222569444444445,5.397622720261319,38994,,,"Gain control of target creature until end of turn. Untap it. It gains haste until end of turn. You may discard a card. If you do, draw a card.",https://scryfall.com/card/dsk/162/vengeful-possession?utm_source=api,https://cards.scryfall.io/small/front/d/6/d6918d50-a4c3-40d8-9480-343f14773a69.jpg?1726286456
dsk,130,Clockwork Percussionist,{R},1.0,Artifact Creature — Monkey Toy,common,R,72.8,0.5712795339362292,0.01209966783414218,0.5871913486067204,0.5582681251996168,6.669461303326983,5.197280336766612,182121,,,"Haste When this creature dies, exile the top card of your library. You may play it until the end of your next turn.",https://scryfall.com/card/dsk/130/clockwork-percussionist?utm_source=api,https://cards.scryfall.io/small/front/1/0/10986e5a-9fc6-41e2-8352-289328245171.jpg?1726286332
dsk,160,Turn Inside Out,{R},1.0,Instant,common,R,71.7,0.5694865944517054,0.010310242229832123,0.5634136980565926,0.5739434365677852,7.790768164891314,5.778226649021383,135429,,,"Target creature gets +3/+0 until end of turn. When it dies this turn, manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.)",https://scryfall.com/card/dsk/160/turn-inside-out?utm_source=api,https://cards.scryfall.io/small/front/5/7/57e2a92c-06d3-4cb5-883d-cba428a7e98e.jpg?1726286448
dsk,134,Fear of Being Hunted,{1}{R}{R},3.0,Enchantment Creature — Nightmare,uncommon,R,71.3,0.5694124171750489,0.016394163747797452,0.5720057430965976,0.5673986880655448,4.613181579191538,3.7395727449967504,68518,,,Haste This creature must be blocked if able.,https://scryfall.com/card/dsk/134/fear-of-being-hunted?utm_source=api,https://cards.scryfall.io/small/front/a/0/a0a5e716-68c1-4fa0-aa08-5b08114e08d8.jpg?1726286347
dsk,165,Waltz of Rage,{3}{R}{R},5.0,Sorcery,rare,R,67.5,0.566626757128287,0.040403994031393164,0.5531566895649329,0.5758594917787743,3.2946642917989624,3.0692220732444726,22551,,,"Target creature you control deals damage equal to its power to each other creature. Until end of turn, whenever a creature you control dies, exile the top card of your library. You may play it until the end of your next turn.",https://scryfall.com/card/dsk/165/waltz-of-rage?utm_source=api,https://cards.scryfall.io/small/front/a/b/abf17d8b-12bc-4122-865d-50cf91f04f67.jpg?1726286472
dsk,133,Enduring Courage,{2}{R}{R},4.0,Enchantment Creature — Dog Glimmer,rare,R,64.2,0.5631747997368522,0.024243109957704845,0.5545572434234902,0.5693585908939847,1.9707287933094384,1.9294153551031086,25841,,,"Whenever another creature you control enters, it gets +2/+0 and gains haste until end of turn. When Enduring Courage dies, if it was a creature, return it to the battlefield under its owner's control. It's an enchantment. (It's not a creature.)",https://scryfall.com/card/dsk/133/enduring-courage?utm_source=api,https://cards.scryfall.io/small/front/f/4/f46ac55f-d68e-4d5d-af0a-3879f97f705e.jpg?1726286344
dsk,153,Razorkin Needlehead,{R}{R},2.0,Creature — Human Assassin,rare,R,62.6,0.5616778917868281,0.02097318974403839,0.5695567611833351,0.5554476282985268,2.984933727472108,2.6236198504095927,22123,,,"This creature has first strike during your turn. Whenever an opponent draws a card, this creature deals 1 damage to them.",https://scryfall.com/card/dsk/153/razorkin-needlehead?utm_source=api,https://cards.scryfall.io/small/front/b/c/bc73b963-23c0-46d2-853a-34a8b463994e.jpg?1726286422
dsk,158,Ticket Booth // Tunnel of Hate,{2}{R} // {4}{R}{R},9.0,Enchantment — Room // Enchantment — Room,common,R,55.5,0.5536931178827025,0.01355387853086465,0.5415796873003025,0.5625594412136142,8.255622310627588,5.908042089781244,111085,,,"When you unlock this door, manifest dread. (You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.) // Whenever you attack, target attacking creature gains double strike until end of turn. (You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.)",https://scryfall.com/card/dsk/158/ticket-booth-tunnel-of-hate?utm_source=api,https://cards.scryfall.io/small/front/0/5/058ffe36-ed2d-4b67-83cd-162db8383a32.jpg?1726780790
dsk,144,Most Valuable Slayer,{3}{R},4.0,Creature — Human Warrior,common,R,46.0,0.5468722727211697,-0.004051588107817472,0.5373377393394153,0.5539078998028257,7.11639014897838,5.265107246276291,148958,,,"Whenever you attack, target attacking creature gets +1/+0 and gains first strike until end of turn.",https://scryfall.com/card/dsk/144/most-valuable-slayer?utm_source=api,https://cards.scryfall.io/small/front/c/2/c2b7b635-4c72-4129-bf95-1eef05cce3d3.jpg?1726286383
dsk,139,Hand That Feeds,{1}{R},2.0,Creature — Mutant,common,R,45.7,0.546638377688606,-0.004719265082118507,0.5424303440205139,0.5500354269995416,8.179082583356461,5.899408163033477,130086,,,"Delirium — Whenever this creature attacks while there are four or more card types among cards in your graveyard, it gets +2/+0 and gains menace until end of turn. (It can't be blocked except by two or more creatures.)",https://scryfall.com/card/dsk/139/hand-that-feeds?utm_source=api,https://cards.scryfall.io/small/front/2/9/297c2860-5a68-4a18-a23a-ca5cfdfbcac8.jpg?1726286367
dsk,150,Ragged Playmate,{1}{R},2.0,Artifact Creature — Toy,common,R,43.0,0.5453661101616932,-0.01755633211039198,0.5465744960222445,0.5443618916186594,8.886494195951032,6.417994901147133,114105,,,"{1}, {T}: Target creature with power 2 or less can't be blocked this turn.",https://scryfall.com/card/dsk/150/ragged-playmate?utm_source=api,https://cards.scryfall.io/small/front/0/0/000499a4-3f39-4d25-a2a2-b2f014e30754.jpg?1726286406
dsk,145,"Norin, Swift Survivalist",{R},1.0,Legendary Creature — Human Coward,uncommon,R,39.2,0.5419011254019293,-0.017613854120144934,0.5638344706141316,0.5234793862081716,7.418130211105198,5.388805069402535,39808,,,"Norin can't block. Whenever a creature you control becomes blocked, you may exile it. You may play that card from exile this turn.",https://scryfall.com/card/dsk/145/norin-swift-survivalist?utm_source=api,https://cards.scryfall.io/small/front/4/9/49f0fdf4-3881-4327-924f-2c1b67ccda93.jpg?1726286390
dsk,140,Impossible Inferno,{4}{R},5.0,Instant,common,R,35.5,0.5396375167277594,0.0027947316770642328,0.5117550574084199,0.5581536078232033,9.72925594078691,6.8357727823507295,68748,,,"Impossible Inferno deals 6 damage to target creature. Delirium — If there are four or more card types among cards in your graveyard, exile the top card of your library. You may play it until the end of your next turn.",https://scryfall.com/card/dsk/140/impossible-inferno?utm_source=api,https://cards.scryfall.io/small/front/a/3/a35248f9-9a4e-4758-a4c1-0e0c83e3fd75.jpg?1726286368
dsk,159,Trial of Agony,{R},1.0,Sorcery,uncommon,R,32.5,0.5366097752292337,-0.00754628639166377,0.5178778135048232,0.5502077400681574,7.071807318894698,5.150857832464511,36971,,,"Choose two target creatures controlled by the same opponent. That player chooses one of those creatures. Trial of Agony deals 5 damage to that creature, and the other can't block this turn.",https://scryfall.com/card/dsk/159/trial-of-agony?utm_source=api,https://cards.scryfall.io/small/front/f/a/fa62f67a-d20f-4d99-b0a2-327634299c9f.jpg?1726286448
dsk,163,Vicious Clown,{2}{R},3.0,Creature — Human Clown,common,R,28.3,0.534352995031842,-0.024970034386339268,0.5371557672345363,0.5321419109323442,9.75157086513804,6.901536693342415,74273,,,"Whenever another creature you control with power 2 or less enters, this creature gets +2/+0 until end of turn.",https://scryfall.com/card/dsk/163/vicious-clown?utm_source=api,https://cards.scryfall.io/small/front/1/2/12649f73-9d29-4eed-bc89-cc0d1a8969e3.jpg?1726286464
dsk,132,Diversion Specialist,{3}{R},4.0,Creature — Human Warrior,uncommon,R,26.8,0.5321085080147966,-0.006740796429970941,0.5154443696862193,0.5433659766125367,7.162895108439842,5.206690114953798,40550,,,"Menace (This creature can't be blocked except by two or more creatures.) {1}, Sacrifice another creature or enchantment: Exile the top card of your library. You may play it this turn.",https://scryfall.com/card/dsk/132/diversion-specialist?utm_source=api,https://cards.scryfall.io/small/front/a/c/acc9b17c-4210-49f4-a920-b1dc9dfa950f.jpg?1726286339
dsk,138,Grab the Prize,{1}{R},2.0,Sorcery,common,R,26.4,0.5319600290291967,-0.0037535997256549214,0.5187077001660069,0.5422535211267606,10.938943764820428,7.605792623121554,35826,,,"As an additional cost to cast this spell, discard a card. Draw two cards. If the discarded card wasn't a land card, Grab the Prize deals 2 damage to each opponent.",https://scryfall.com/card/dsk/138/grab-the-prize?utm_source=api,https://cards.scryfall.io/small/front/5/0/50895202-f1a1-4840-a11a-55b78b8b5929.jpg?1726286361
