set,collector_number,name,mana_cost,cmc,type_line,rarity,colors,score,expert_grade,gih_wr,iwd,oh_wr,gd_wr,ata,alsa,gih_games,my_eval,my_notes,oracle_text,scryfall_uri,image_url
msh,116,"Swordsman, Sharp Scoundrel",{1}{B},2.0,Legendary Creature — Human Hero Villain,uncommon,B,2.0,D+,0.5391304347826087,0.019644353412158977,0.5484094052558783,0.5331244404655326,7.577969018932874,5.449342105263158,3680,,,"Whenever another Villain you control enters, attach up to one target Equipment you control to target creature you control. Whenever an equipped creature you control attacks, it connives. (Draw a card, then discard a card. If you discarded a nonland card, put a +1/+1 counter on that creature.)",https://scryfall.com/card/msh/116/swordsman-sharp-scoundrel?utm_source=api,https://cards.scryfall.io/small/front/6/5/6572aafe-18ed-4182-92e9-25f003f5fe3d.jpg?1780919780
msh,105,The Masters of Evil,{5}{B},6.0,Legendary Creature — Human Villain,uncommon,B,2.0,C+,0.5346502057613168,0.028738155807816135,0.4845679012345679,0.5644864722878907,5.285714285714286,4.11758578032424,6075,,,"Other Villains you control get +2/+1. {1}{B}, Discard this card: Search your library for a Plan card, reveal it, put it into your hand, then shuffle.",https://scryfall.com/card/msh/105/the-masters-of-evil?utm_source=api,https://cards.scryfall.io/small/front/6/5/65ba4439-3282-4179-85b9-67a25e2e5d24.jpg?1780413609
msh,85,Agents of HYDRA,{1}{B},2.0,Creature — Human Spy Villain,common,B,1.5,C-,0.52281179138322,-0.00209160063051983,0.5097609124808072,0.5320136096504794,8.760621030345801,6.130669445943682,11025,,,"When this creature dies, create a 2/1 black Villain creature token with menace. (It can't be blocked except by two or more creatures.)",https://scryfall.com/card/msh/85/agents-of-hydra?utm_source=api,https://cards.scryfall.io/small/front/8/5/857fef2e-df1f-4ec6-a262-f6fa52389cf9.jpg?1780919689
msh,101,HYDRA Troopers,{2}{B},3.0,Creature — Human Soldier Villain,common,B,1.5,C-,0.5255920550038197,0.009643722329508386,0.504052573932092,0.5392184035476718,8.444674517924161,6.03464177467041,11781,,,"When this creature enters, create a tapped 2/1 black Villain creature token with menace if there are two or more creature cards in your graveyard. Otherwise, mill two cards. (Put the top two cards of your library into your graveyard.)",https://scryfall.com/card/msh/101/hydra-troopers?utm_source=api,https://cards.scryfall.io/small/front/4/0/40c202f1-6e0d-42f4-a41e-e0be3362d585.jpg?1780572397
msh,107,"Moonstone, Harsh Mistress",{3}{B},4.0,Legendary Creature — Human Doctor Villain,uncommon,B,1.5,D+,0.5201508366721659,0.008695852749336264,0.47385409941898,0.5467706013363028,7.054970375246873,5.253877760657422,4243,,,"Flying Whenever you discard a card, you may exile that card from your graveyard. If you do, until the end of your next turn, you may play that card.",https://scryfall.com/card/msh/107/moonstone-harsh-mistress?utm_source=api,https://cards.scryfall.io/small/front/1/a/1a1b2bd0-e17d-4b34-a8ee-7c913a6bc945.jpg?1781065603
msh,109,Project Deathlok Soldier,{B},1.0,Artifact Creature — Zombie Soldier,common,B,1.5,D,0.5253777605579233,0.011689664587452686,0.5198675496688742,0.5291994750656168,10.745095251634917,7.362505072365751,5162,,,{2}{B}: Return this card from your graveyard to your hand.,https://scryfall.com/card/msh/109/project-deathlok-soldier?utm_source=api,https://cards.scryfall.io/small/front/5/c/5c21a120-4ec7-46ec-974a-2204edb92abb.jpg?1780919759
msh,119,Unliving Legionnaire,{3}{B},4.0,Creature — Vampire Villain,common,B,1.5,C-,0.5241895261845386,0.01116453947534135,0.4965811965811966,0.5417687074829932,10.33040472418263,7.056324434256562,6015,,,Flying Power-up — {5}{B}{B}: Return up to one target creature card from your graveyard to your hand. Put two +1/+1 counters on this creature. (Activate each power-up ability only once. Reduce the cost by its mana cost if it entered this turn.),https://scryfall.com/card/msh/119/unliving-legionnaire?utm_source=api,https://cards.scryfall.io/small/front/c/e/ce08f4bb-7da3-4199-8b90-fcdb29e84e98.jpg?1780919793
msh,120,Visions of Villainy,{2}{B},3.0,Instant,common,B,1.5,D,0.5288259550299541,0.0036887294810519222,0.5012930177043963,0.5465116279069767,8.319273113144979,5.8993048281116085,12853,,,This spell costs {1} less to cast if you control a Villain. You draw two cards and lose 2 life.,https://scryfall.com/card/msh/120/visions-of-villainy?utm_source=api,https://cards.scryfall.io/small/front/f/8/f8f1e4f9-7415-437f-b694-ecbdd76db114.jpg?1780919799
msh,86,"Arnim Zola, Bio-Fanatic",{2}{B},3.0,Legendary Artifact Creature — Scientist Villain,uncommon,B,1.0,D+,0.505004003202562,-0.004157038263204682,0.4733879222108495,0.5253122945430638,5.938428105758783,4.489633458088279,4996,,,"{3}, {T}: Create a tapped 2/1 black Villain creature token with menace. Activate only if there are two or more creature cards in your graveyard. (It can't be blocked except by two or more creatures.)",https://scryfall.com/card/msh/86/arnim-zola-bio-fanatic?utm_source=api,https://cards.scryfall.io/small/front/0/7/07c70df6-b064-424a-852e-201b312a5b54.jpg?1780919695
msh,87,Baron Helmut Zemo,{B}{B}{B},3.0,Legendary Creature — Human Noble Villain,rare,B,1.0,D-,0.5023885350318471,0.01724002018036197,,0.5166666666666667,4.998914223669924,3.8125,1256,,,"Whenever you cast a black spell from your hand, Baron Helmut Zemo connives. Boast — Exile any number of black cards from your graveyard with fifteen or more black mana symbols among their mana costs: Copy those exiled cards. You may cast up to three of the copies without paying their mana costs. (Activate only if this creature attacked this turn and only once each turn.)",https://scryfall.com/card/msh/87/baron-helmut-zemo?utm_source=api,https://cards.scryfall.io/small/front/c/2/c2aadc25-7755-4bc8-a8af-b01d27eec364.jpg?1778243806
msh,98,"Grim Reaper, Lethal Legionnaire",{3}{B},4.0,Legendary Creature — Human Villain,uncommon,B,1.0,D+,0.5135942635195697,0.00924643743261322,0.4805788271134806,0.5349065880039331,7.063539445628998,4.988404528797243,3347,,,"Whenever Grim Reaper attacks, you may pay {3}{B}. When you do, return target creature card from your graveyard to the battlefield tapped and attacking with a finality counter on it. (If a creature with a finality counter on it would die, exile it instead.)",https://scryfall.com/card/msh/98/grim-reaper-lethal-legionnaire?utm_source=api,https://cards.scryfall.io/small/front/4/b/4b1cedfe-4712-4602-a8a8-112bd54c9938.jpg?1780572391
msh,117,Thunderbolts Conspiracy,{3}{B},4.0,Enchantment,rare,B,1.0,D-,0.5064858490566038,0.0062542603581322576,0.4933993399339934,0.5137614678899083,3.5780463242698892,3.2423398328690807,1696,,,"Flash Whenever a Villain you control dies, return it to the battlefield under its owner's control with a finality counter on it. That creature is a Hero in addition to its other types. (If a creature with a finality counter on it would die, exile it instead.)",https://scryfall.com/card/msh/117/thunderbolts-conspiracy?utm_source=api,https://cards.scryfall.io/small/front/f/4/f498c1a4-54d2-4e87-952f-8cf7e408930c.jpg?1778243910
msh,118,Too Evil to Stay Dead,{2}{B},3.0,Sorcery,uncommon,B,1.0,D,0.5121412803532008,-0.013038575761907034,0.4950787401574803,0.5223266745005876,8.640787518573552,5.997848053892215,2718,,,"Teamwork 4 (As an additional cost to cast this spell, you may tap any number of creatures you control with total power 4 or more.) Choose target creature card in your graveyard with mana value 4 or less. If this spell was cast using teamwork, instead choose target creature card in your graveyard. Return the chosen card to the battlefield.",https://scryfall.com/card/msh/118/too-evil-to-stay-dead?utm_source=api,https://cards.scryfall.io/small/front/f/4/f471e9ce-73bb-4090-98f2-f591c7cf4efe.jpg?1780919786
msh,90,Construct a Cosmic Cube,{2}{B},3.0,Enchantment — Plan,rare,B,0.5,C-,0.4968914395026303,-0.006342713149374901,0.4802469135802469,0.507416081186573,3.356020942408377,3.2079911209766925,2091,,,"Whenever you draw your second card each turn, create a 2/1 black Villain creature token with menace and put a plan counter on this enchantment. When the seventh plan counter is put on this enchantment, sacrifice it. When you do, you control target opponent during their next turn. (You see all cards that player could see and make all decisions for them.)",https://scryfall.com/card/msh/90/construct-a-cosmic-cube?utm_source=api,https://cards.scryfall.io/small/front/4/4/448de757-ac16-4529-b851-1a1331b821a5.jpg?1780457773
msh,94,Decoy Ploy,{1}{B},2.0,Instant,common,B,0.5,D-,0.49630891538898353,-0.031048476927663715,0.4531328320802005,0.5225060827250608,10.48547032089244,7.252858241476544,5283,,,Choose one or both — • Return target Villain card from your graveyard to your hand. • Return target Hero card from your graveyard to your hand.,https://scryfall.com/card/msh/94/decoy-ploy?utm_source=api,https://cards.scryfall.io/small/front/d/8/d8719b74-48ef-4f68-b59a-949edd644ddc.jpg?1780919716
msh,111,Robot Domination,{3}{B},4.0,Enchantment — Plan,uncommon,B,0.5,B-,0.4892119009766069,-0.02938571425742048,0.47798003523194366,0.4962962962962963,6.488197057817311,4.906738634466641,4403,,,"Whenever one or more creature cards are put into your graveyard from anywhere, you draw a card, lose 1 life, and put a plan counter on this enchantment. When the third plan counter is put on this enchantment, sacrifice it and create three 2/2 colorless Robot Villain artifact creature tokens.",https://scryfall.com/card/msh/111/robot-domination?utm_source=api,https://cards.scryfall.io/small/front/b/2/b26bb968-6612-43fe-9147-a3d4786cbc20.jpg?1780572404
msh,156,"Thor, God of Thunder",{3}{R}{R},5.0,Legendary Creature — God Warrior Hero,mythic,R,5.0,A-,0.6250783699059561,0.1189280282203069,0.5981012658227848,0.6427829698857737,1.3463687150837989,1.3676470588235294,1595,,,"Flying When Thor enters, exile target Equipment, instant, or sorcery card from your graveyard. Until the end of your next turn, you may play that card. Whenever you cast a noncreature spell, Thor deals damage equal to that spell's mana value to any target.",https://scryfall.com/card/msh/156/thor-god-of-thunder?utm_source=api,https://cards.scryfall.io/small/front/c/d/cddd314c-c271-475a-b076-01a8599c8015.jpg?1780413681
msh,146,"Mjölnir, Hammer of Thor",{3}{R},4.0,Legendary Artifact — Equipment,mythic,R,4.5,B,0.6129641283826306,0.08386359928210152,0.5811023622047244,0.6341719077568134,1.4385474860335195,1.4806421152030218,1589,,,"When Mjölnir enters, it deals 4 damage to up to one target creature. Double all damage equipped creature would deal. Equip worthy {1} (A creature is worthy if it's a legendary non-Villain that's red and/or white.) {2}{R}, Discard this card: It deals 2 damage to each creature.",https://scryfall.com/card/msh/146/mj%C3%B6lnir-hammer-of-thor?utm_source=api,https://cards.scryfall.io/small/front/e/0/e0c7f566-5351-44e3-a346-b84b0eb10209.jpg?1780526037
msh,130,"Hawkeye, Master Marksman",{1}{R},2.0,Legendary Creature — Human Archer Hero,rare,R,4.0,B-,0.5910364145658263,0.06721469325435092,0.5899581589958159,0.5918121613485852,1.89247311827957,1.9476987447698744,2856,,,"First strike, reach Trick Arrows — Whenever Hawkeye becomes tapped, you may pay {1} up to three times. When you do, choose up to that many. • Net — Target creature can't block this turn. • Explosive — Hawkeye deals 2 damage to target player. • Boomerang — Discard a card, then draw a card.",https://scryfall.com/card/msh/130/hawkeye-master-marksman?utm_source=api,https://cards.scryfall.io/small/front/9/9/9991b684-0ae0-4aa4-8f22-a9c473f5d69c.jpg?1780572843
msh,139,"Jessica Jones, Private Eye",{2}{R},3.0,Legendary Creature — Human Detective Hero,uncommon,R,3.5,C-,0.5822004426177679,0.03967407856458127,0.5849923430321593,0.5802369413031772,6.212788823213327,4.90726954236917,6326,,,"{T}, Put a stun counter on Jessica Jones: Exile the top X cards of your library, where X is Jessica Jones's power. You may play those cards this turn. (If a permanent with a stun counter would become untapped, remove one from it instead.)",https://scryfall.com/card/msh/139/jessica-jones-private-eye?utm_source=api,https://cards.scryfall.io/small/front/b/4/b48278fd-1d95-4ad6-9a51-f1c5a2ab9f4b.jpg?1780572425
msh,124,Avengers Disassembled,{1}{R}{R},3.0,Sorcery,rare,R,2.5,D+,0.5459183673469388,0.05020343726123738,0.5553869499241275,0.5390539053905391,3.6527390900649954,3.1912534002929482,1568,,,"Choose one or both — • Avengers Disassembled deals 3 damage to each creature. • Destroy target land. Its controller may search their library for a basic land card, put it onto the battlefield tapped, then shuffle.",https://scryfall.com/card/msh/124/avengers-disassembled?utm_source=api,https://cards.scryfall.io/small/front/7/2/72d3e750-870b-497d-80d7-e3df097db554.jpg?1780572805
msh,135,HULK SMASH!,{1}{R},2.0,Instant,common,R,2.5,C,0.5536329201101928,0.028128332954229562,0.5436325678496868,0.5606504541459126,7.110579081250935,5.136322612405645,11616,,,"Teamwork 4 (As an additional cost to cast this spell, you may tap any number of creatures you control with total power 4 or more.) Choose one. If this spell was cast using teamwork, choose both instead. • Destroy target noncreature artifact. • Target creature you control deals damage equal to its power to target creature an opponent controls.",https://scryfall.com/card/msh/135/hulk-smash!?utm_source=api,https://cards.scryfall.io/small/front/3/7/374ffb3e-0753-4682-936a-ae6921ace475.jpg?1780413626
msh,142,Lightning Strike,{1}{R},2.0,Instant,common,R,2.5,C+,0.5538470707431908,0.02427420975109751,0.5432134570765661,0.5612668218152382,4.032166123778501,3.2021099211184505,16779,,,Lightning Strike deals 3 damage to any target.,https://scryfall.com/card/msh/142/lightning-strike?utm_source=api,https://cards.scryfall.io/small/front/8/8/88b13bc0-da54-4c3b-917c-7c8345a329f5.jpg?1780919889
msh,147,Photon Blast Barrage,{X}{R}{R},2.0,Sorcery,uncommon,R,2.5,C+,0.5568312284730195,0.025004934600324602,0.5178571428571429,0.5832645196807047,5.747239629961205,4.589479802383028,6097,,,"When you cast this spell, copy it X times. You may choose new targets for the copies. Photon Blast Barrage deals 1 damage to target creature.",https://scryfall.com/card/msh/147/photon-blast-barrage?utm_source=api,https://cards.scryfall.io/small/front/f/8/f85a77d2-e11e-44bc-a1e7-d783cd49d714.jpg?1780413661
msh,126,Crimson Operative,{3}{R},4.0,Artifact Creature — Human Villain,common,R,2.0,C,0.5436437677053825,0.013406901223974477,0.5253080985915493,0.5559834123222749,8.59624967217414,6.208370271867612,11296,,,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.) When this creature enters, exile the top card of your library. Until the end of your next turn, you may play that card.",https://scryfall.com/card/msh/126/crimson-operative?utm_source=api,https://cards.scryfall.io/small/front/c/4/c4bc077c-f220-47a5-aaf4-5324ca23d0c5.jpg?1780919833
msh,129,Fin Fang Foom,{2}{R}{R},4.0,Legendary Creature — Alien Dragon Villain,rare,R,2.0,C-,0.5446224256292906,0.01282846470566723,0.5478468899521531,0.5426241660489252,2.887543252595156,2.7451923076923075,2185,,,"Flying Whenever you cast an instant or sorcery spell that targets an artifact or land, copy that spell. You may choose new targets for the copy. Put two +1/+1 counters on Fin Fang Foom.",https://scryfall.com/card/msh/129/fin-fang-foom?utm_source=api,https://cards.scryfall.io/small/front/7/7/7777fac1-7bf5-4454-960d-26ec3183e392.jpg?1780572831
msh,132,Hawkeye's Bow,{R},1.0,Artifact — Equipment,common,R,2.0,D-,0.5344931013797241,0.0239356689472916,0.5262390670553936,0.5402650356778798,10.719856948228882,7.231323381706092,3334,,,"Equipped creature gets +1/+0 and has reach. Whenever equipped creature becomes tapped, it deals 1 damage to each opponent. Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",https://scryfall.com/card/msh/132/hawkeyes-bow?utm_source=api,https://cards.scryfall.io/small/front/4/8/485be72b-d784-4886-bb3a-48cff8f781c6.jpg?1780919849
msh,131,"Hawkeye, Young Avenger",{3}{R},4.0,Legendary Creature — Human Archer Hero,uncommon,R,2.0,D,0.5300393037619315,0.002310516773885274,0.5210489993098689,0.5362044486512069,6.737330754352031,5.008853883758826,3562,,,"Reach If a source you control would deal noncombat damage to an opponent or a permanent an opponent controls, instead it deals that much damage plus X, where X is Hawkeye's power.",https://scryfall.com/card/msh/131/hawkeye-young-avenger?utm_source=api,https://cards.scryfall.io/small/front/3/c/3cebccbb-dde2-41fe-bfdc-0a46ee185749.jpg?1780919842
msh,136,"Human Torch, Johnny Storm",{2}{R},3.0,Legendary Creature — Human Hero,uncommon,R,2.0,C-,0.5332935204538668,0.0006481961067732467,0.5086206896551724,0.5508431272355646,6.546712802768166,4.702050113895217,3349,,,"Flying Whenever you draw a card, if you control another Hero, Human Torch deals 1 damage to target opponent. Power-up — {6}{R}: Put three +1/+1 counters on Human Torch. (Activate each power-up ability only once. Reduce the cost by his mana cost if he entered this turn.)",https://scryfall.com/card/msh/136/human-torch-johnny-storm?utm_source=api,https://cards.scryfall.io/small/front/8/f/8f8659f6-a793-4edc-8401-d9126840c1c2.jpg?1780413635
msh,141,Kree Sentinel,{4}{R},5.0,Artifact Creature — Kree Robot Villain,common,R,2.0,D-,0.5363636363636364,0.006029573223584106,0.5185185185185185,0.5487598212910183,8.999720553304456,6.222474993680714,11000,,,"Reach Basic landcycling {2} ({2}, Discard this card: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.)",https://scryfall.com/card/msh/141/kree-sentinel?utm_source=api,https://cards.scryfall.io/small/front/b/a/ba5e441d-d036-4080-9571-6cf76df7b452.jpg?1780919882
msh,145,"Misty Knight, Hero for Hire",{1}{R},2.0,Legendary Creature — Human Detective Hero,uncommon,R,2.0,D+,0.5344026034402604,-0.017622536224544127,0.5566502463054187,0.517979797979798,8.106748864373783,5.834319526627219,4302,,,"{2}, {T}, Discard a card: Draw a card for each card you've discarded this turn.",https://scryfall.com/card/msh/145/misty-knight-hero-for-hire?utm_source=api,https://cards.scryfall.io/small/front/6/b/6b963642-a103-44a0-9eb7-9c3fdde181b7.jpg?1780657800
msh,152,"Speed, Young Avenger",{1}{R},2.0,Legendary Creature — Mutant Hero,uncommon,R,2.0,C-,0.5342019543973942,-0.009222363220471874,0.564531104921077,0.5105148658448151,9.000384467512495,6.200246036085293,2456,,,"Haste Whenever you cast a noncreature spell, you may pay {1}. When you do, target creature with haste can't be blocked this turn except by creatures with haste.",https://scryfall.com/card/msh/152/speed-young-avenger?utm_source=api,https://cards.scryfall.io/small/front/d/1/d15d187b-dc5d-482d-a79a-b9b98193ad7a.jpg?1780919920
msh,157,Truck Toss,{2}{R}{R},4.0,Instant,uncommon,R,2.0,C+,0.5361137440758293,0.002907950143060778,0.51416015625,0.5500464828013635,5.850889192886457,4.449310385476836,5275,,,This spell costs {2} less to cast if you control a Vehicle. Truck Toss deals 4 damage to any target.,https://scryfall.com/card/msh/157/truck-toss?utm_source=api,https://cards.scryfall.io/small/front/6/0/60f02fbf-1416-48a3-bf94-f27509f6983a.jpg?1781065584
msh,137,HYDRA Assault Robot,{1}{R},2.0,Artifact Creature — Robot Villain,common,R,1.5,D+,0.5279570870079098,0.012739249650683848,0.5226435536294691,0.5317982456140351,7.923691632717016,5.671230653765797,10999,,,"Whenever another Villain and/or artifact you control enters, this creature deals 1 damage to target opponent.",https://scryfall.com/card/msh/137/hydra-assault-robot?utm_source=api,https://cards.scryfall.io/small/front/e/3/e3b23fff-7d3b-4341-b556-82136f8c113b.jpg?1780919868
msh,140,K'un-Lun Warrior,{1}{R},2.0,Creature — Human Warrior Hero,common,R,1.5,C-,0.5207798095813813,-0.01294673197357854,0.5319221577330147,0.5119305856832972,10.264589732338745,7.138036601129328,6617,,,"When this creature enters, you may sacrifice an artifact or discard a card. If you do, draw a card.",https://scryfall.com/card/msh/140/kun-lun-warrior?utm_source=api,https://cards.scryfall.io/small/front/e/6/e6e8359d-12be-49be-8cbe-6a3b8506a9e6.jpg?1780919875
msh,143,Loki Laufeyson,{1}{R},2.0,Legendary Creature — God Sorcerer Villain,uncommon,R,1.5,C-,0.5269360269360269,-0.0030778043226176166,0.5363636363636364,0.5203432930705658,5.555853740355586,4.3071796425325655,5346,,,"{1}, {T}: When you next cast an instant or sorcery spell with mana value less than or equal to Loki's power this turn, copy that spell. You may choose new targets for the copy. Power-up — {4}{R}: Put two +1/+1 counters on Loki. (Activate each power-up ability only once. Reduce the cost by his mana cost if he entered this turn.)",https://scryfall.com/card/msh/143/loki-laufeyson?utm_source=api,https://cards.scryfall.io/small/front/5/3/53b795a7-11f8-423a-b021-f811007fc82f.jpg?1780919895
msh,144,Machinesmith Automaton,{2}{R},3.0,Artifact Creature — Robot Villain,common,R,1.5,D-,0.5166471962616822,0.011199119766240773,0.5062611806797853,0.5238095238095238,9.454468802698145,6.622023754718718,6848,,,"Trample Whenever another artifact you control enters, put a +1/+1 counter on this creature.",https://scryfall.com/card/msh/144/machinesmith-automaton?utm_source=api,https://cards.scryfall.io/small/front/8/0/802e663e-9529-46da-8af4-eb9ca07971b1.jpg?1780919901
msh,149,Red Hulk,{4}{R}{R},6.0,Legendary Creature — Gamma Berserker Villain,uncommon,R,1.5,C-,0.5299640983153825,0.028998847350131474,0.5210489993098689,0.5359116022099447,5.554409005628518,4.0817752345465435,3621,,,"Reach, trample Enrage — Whenever Red Hulk is dealt damage, put a +1/+1 counter on him. When you do, he deals damage equal to the number of +1/+1 counters on him to any other target.",https://scryfall.com/card/msh/149/red-hulk?utm_source=api,https://cards.scryfall.io/small/front/e/2/e25468e2-17c6-47b2-8eb6-fcb8ae6f4c17.jpg?1780658474
msh,150,Repulsor Blast,{3}{R},4.0,Sorcery,common,R,1.5,C,0.5223162306916092,0.0025189904775849703,0.49759846301633043,0.539072675175827,6.633722627737226,4.817273948269139,12883,,,"Teamwork 2 (As an additional cost to cast this spell, you may tap any number of creatures you control with total power 2 or more.) Repulsor Blast deals 5 damage to target creature. If this spell was cast using teamwork, it also deals 2 damage to that creature's controller.",https://scryfall.com/card/msh/150/repulsor-blast?utm_source=api,https://cards.scryfall.io/small/front/8/3/837265b0-fc15-4d96-9d6b-fd1c78534262.jpg?1780919908
msh,153,Stark Industries Executive,{R},1.0,Creature — Human Advisor,common,R,1.5,D,0.5165493875423508,0.010721196730322236,0.5352798053527981,0.5025079799361605,9.249080882352942,6.417308251016851,7674,,,"{2}, {T}: Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",https://scryfall.com/card/msh/153/stark-industries-executive?utm_source=api,https://cards.scryfall.io/small/front/7/0/709ffd07-706c-471f-b74d-4637afa11686.jpg?1780919927
msh,125,Blazing Crescendo,{1}{R},2.0,Instant,common,R,1.0,D+,0.5124596215966775,0.0018644205994821084,0.4898876404494382,0.5281910728269381,10.840186315451334,7.373572343149808,4334,,,"Target creature gets +3/+1 until end of turn. Exile the top card of your library. Until the end of your next turn, you may play that card.",https://scryfall.com/card/msh/125/blazing-crescendo?utm_source=api,https://cards.scryfall.io/small/front/8/4/8447c3d6-8c65-4d3c-81c4-609801602d06.jpg?1780919826
msh,128,Evil's Thrall,{2}{R},3.0,Sorcery,uncommon,R,1.0,D+,0.5080264400377715,0.02781878267242438,,0.5070422535211268,10.101913477537437,6.691855184047753,1059,,,"Gain control of target creature until end of turn. If you control a Villain with greater mana value than that creature, gain control of that creature until the end of your next turn instead. Untap that creature. It gains haste until end of turn.",https://scryfall.com/card/msh/128/evils-thrall?utm_source=api,https://cards.scryfall.io/small/front/3/1/310e30cd-b8c3-40ea-9d61-57c5c5fc2a0b.jpg?1780572818
msh,155,Team Tactics,{1}{R},2.0,Instant,uncommon,R,1.0,D,0.5057747834456208,-0.01702346764744611,0.4788391777509069,0.5235811350919265,8.96774193548387,6.05388199474097,2078,,,"Teamwork 1 (As an additional cost to cast this spell, you may tap any number of creatures you control with total power 1 or more.) Target creature gains double strike until end of turn. If this spell was cast using teamwork, that creature also gains trample until end of turn.",https://scryfall.com/card/msh/155/team-tactics?utm_source=api,https://cards.scryfall.io/small/front/d/b/db1c7a71-3d01-4f2a-9b25-2a19bb0d1a56.jpg?1780919939
msh,160,"Wonder Man, Hollywood Hero",{3}{R}{R},5.0,Legendary Creature — Human Performer Hero,uncommon,R,1.0,C-,0.5144508670520231,-0.011024418119079504,0.5041782729805014,0.5217391304347826,7.307183781401498,5.059775114034157,2595,,,Flying Each power-up ability of permanents you control can be activated an additional time. Power-up — {5}{R}{R}: Put two +1/+1 counters on Wonder Man. (Activate each power-up ability only . . . once? Reduce the cost by his mana cost if he entered this turn.),https://scryfall.com/card/msh/160/wonder-man-hollywood-hero?utm_source=api,https://cards.scryfall.io/small/front/1/e/1ee52395-9523-4da1-9108-8ab79229fc7a.jpg?1780919959
msh,138,"Iron Fist, Living Weapon",{2}{R},3.0,Legendary Creature — Human Warrior Hero,uncommon,R,0.5,D+,0.48572765559195136,-0.03561572168362931,0.4746696035242291,0.49389747762408465,8.076489533011273,5.724270802848503,2137,,,"Whenever you cast a spell that targets a creature you control, Iron Fist gains ""{T}: Iron Fist deals damage equal to his power to any other target"" until end of turn.",https://scryfall.com/card/msh/138/iron-fist-living-weapon?utm_source=api,https://cards.scryfall.io/small/front/5/c/5cc2d948-ac8b-4466-b604-3fabc0ab6bb9.jpg?1780413644
msh,148,"Quicksilver, Brash Blur",{R},1.0,Legendary Creature — Mutant Hero,rare,R,0.5,D,0.4988610478359909,0.005240633162944652,,,5.569053708439898,4.009519350811486,878,,,"If Quicksilver, Brash Blur is in your opening hand, you may begin the game with him on the battlefield. Haste Power-up — {4}{R}: Put a +1/+1 counter and a double strike counter on Quicksilver. (Activate each power-up ability only once. Reduce the cost by his mana cost if he entered this turn.)",https://scryfall.com/card/msh/148/quicksilver-brash-blur?utm_source=api,https://cards.scryfall.io/small/front/2/d/2d5819ca-165d-4f4c-9500-3ac206994880.jpg?1778243916
msh,154,Super Speed,{R},1.0,Enchantment — Aura,common,R,0.5,D-,0.48740225890529976,-0.0065076071117526335,,0.5143288084464555,12.043747904793833,8.145575126811892,1151,,,"Flash Enchant creature When this Aura enters, enchanted creature gains first strike until end of turn. Enchanted creature gets +1/+0 and has haste.",https://scryfall.com/card/msh/154/super-speed?utm_source=api,https://cards.scryfall.io/small/front/2/a/2aa2e596-e5e0-4c60-8eea-14adda1cdaae.jpg?1780919933
msh,158,Vision of Love,{1}{R},2.0,Instant,common,R,0.5,D,0.4963788300835655,-0.003307690292610077,0.47086092715231787,0.5149038461538461,11.088842975206612,7.517583919463982,3590,,,"You may sacrifice an artifact or discard a card. If you do, draw two cards.",https://scryfall.com/card/msh/158/vision-of-love?utm_source=api,https://cards.scryfall.io/small/front/5/6/5604cee1-a2ea-48ed-88f4-6878bd053fc8.jpg?1780925917
msh,127,Death to Our Enemies,{2}{R},3.0,Enchantment — Plan,uncommon,R,0.0,D,0.4737696051919957,-0.039599378765223625,0.4888888888888889,0.4641275465013286,8.726061615320566,5.98479324570661,1849,,,"Whenever you cast a noncreature spell, create a tapped Treasure token and put a plan counter on this enchantment. When the fourth plan counter is put on this enchantment, sacrifice it. When you do, it deals 7 damage divided as you choose among one or two targets.",https://scryfall.com/card/msh/127/death-to-our-enemies?utm_source=api,https://cards.scryfall.io/small/front/f/2/f2a8f518-c0b5-4e15-aab2-49b5ef29fb41.jpg?1780572418
msh,133,Hex Magic,{2}{R},3.0,Sorcery — Arcane,uncommon,R,0.0,F,0.45750708215297453,-0.038314644866524084,,,10.912268188302425,7.449452776651804,706,,,"Exile all the cards from your hand, then draw that many cards. Until the end of your next turn, you may play cards exiled this way.",https://scryfall.com/card/msh/133/hex-magic?utm_source=api,https://cards.scryfall.io/small/front/2/5/259bed47-1950-43ae-8efd-3009537529a8.jpg?1780919855
msh,134,Hire a Crew,{2}{R},3.0,Instant,common,R,0.0,D+,0.46466809421841543,-0.021882165337979098,0.43166666666666664,0.4893882646691635,11.941878730757148,8.172582939551006,1401,,,"Create a 2/1 black Villain creature token with menace, then creatures you control get +1/+0 until end of turn. (A creature with menace can't be blocked except by two or more creatures.)",https://scryfall.com/card/msh/134/hire-a-crew?utm_source=api,https://cards.scryfall.io/small/front/5/0/50a6aa80-79a3-46f3-9cc1-5bf663b64976.jpg?1780919861
msh,159,Volcanic Villain,{2}{R},3.0,Creature — Elemental Villain,common,R,0.0,D+,0.478204010462075,-0.013668355582476477,0.4520547945205479,0.4966542750929368,11.425013063926146,7.659833269547565,2294,,,Haste Power-up — {5}{R}: Put two +1/+1 counters on this creature. (Activate each power-up ability only once. Reduce the cost by its mana cost if it entered this turn.),https://scryfall.com/card/msh/159/volcanic-villain?utm_source=api,https://cards.scryfall.io/small/front/4/f/4f48ba40-9934-40fd-a251-e15a68e772d2.jpg?1780919953
